eventType,comments
Loss circulation,npt spot <number> m<number> lcm pill consisting of caco<number> c <number> kgm<number> caco<number> m <number> kgm<number> caco<number> f <number> kgm<number> mi seal f <number> kgm<number> mi seal c <number> kgm<number> nut plug c <number> kgm<number> nut plug f <number> kgm<number> monitor losses through trip tank no any return to the surface total lost for this period <number> m<number>
Loss circulation,npt circulations  with <number> lpm spp <number> psi and monitor for losses rate   got return to the surface  loss rate from <number>  <number> m<number>hrs lost for this period <number> m<number>
Other,drilled with water <number> hole section from <number> m to <number> m dropping <number> x rapid swips at each connections partial losses  <number>  m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number>  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number>  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°dammam¡± top at <number> m performed top cement job with <number> bls of <number> sg slurry
Other,drilled with water <number> hole section from <number> m to <number> m dropping <number> x rapid swips at each connections partial losses  <number>  m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number>  torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number>  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°dammam¡± top at <number> m
Other,drilled with water <number> hole section from <number> m to <number> m dropping <number> x rapid swips at each connections  pumping <number> m<number> hi vis lcm pill every joint drilled partial losses  <number>  m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number>  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number>  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°rus¡± top at <number> m no samples on surface  decision of top made on rop
Other,drilled with water <number> hole section from <number> m to <number> m dropping <number> x rapid swips at each connections  pumping <number> m<number> hi vis lcm pill every joint drilled partial losses  <number>  m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number>  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°umm er radhuma¡± top at <number> m
Other,circulated and checked dynamic loss flow rate <number> lpm spp <number> psi dynamic losses  <number>  m<number>hrs  lost for this period <number> m<number>
Other,continued drilling with <number> hole section from <number> m to <number> m displaced water in the hole with <number> sg mud dumped <number> m<number> of water from hole active pit  sand trap partial losses  <number>  m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number>  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°umm er radhuma¡± top at <number> m new gas from <number> m to <number> m <number>% with <number>xxunitppmh<number>s on cromatograph performed fire drill
Other,observed <number> m<number> increse of volume in active pit stop drilling performed flow check  well static increasing of volume caused by u tube efect
Other,continued drilling with <number> hole section from <number> m to <number> m pumped <number> m<number> hi vis lcm pill at every connections avg partial losses  <number>  m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number>  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°umm er radhuma¡± top at <number> m
Other,deviation survey at <number> m dev <number> deg
Other,continued drilling with <number> hole section from <number> m to <number> m pumped <number> m<number> hi vis lcm pill at every connections avg partial losses  <number> m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°umm er radhuma¡± top at <number> m
Other,continued drilling with <number> hole section from <number> m to <number> m pumped <number> m<number> hi vis lcm pill at every connections avg partial losses  <number> m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number>  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°umm er radhuma¡± top at <number> m
Other,periodical service of top drive
Other,continued drilling with <number> hole section from <number> m to <number> m pumped <number> m<number> hi vis lcm pill at every connections avg partial losses  <number> m<number>hrs  lost for this period <number> m<number>¡¤ wob  <number>  <number> mt  rpm  <number> torq  <number>  <number> ftlbf¡¤ flow rate  <number> lpm  spp  <number>  <number> psi av rop on bottom  <number>  metershour overall average rop  <number> metershour formation ¡°umm er radhuma¡± top at <number> m formation gas from <number> m <number>% <number> units 
Stuck Pipe,work torque down to fish¡¤overpull  <number> tons slack off  <number> tons¡¤torque  <number> ft¡¤lbs
Stuck Pipe,work casing up and down¡¤hookload  <number>  <number> tons¡¤no returns  spp  <number> psi¡¤no losses observed
Stuck Pipe,pressure test casing to <number> psi for <number> min¡¤no pressure drop observed
Stuck Pipe,work casing up and down in compression¡¤hookload  <number>  <number> tons¡¤no returns  spp  <number> psi¡¤no losses observed
Stuck Pipe,work casing up and down¡¤hookload  <number>  <number> tons  torque  <number> ft¡¤lbs¡¤no returns  spp  <number> psi¡¤no losses observed
Stuck Pipe,decision made to set casing at <number> m ¡¤<number> csg shoe  <number> m total <number> jts <number>¡¤top of float collar  <number> m¡¤jt <number> has <number> m of stick up¡¤waiting on slb wireline to run junk basket  grccl  perforate
Stuck Pipe,ru slb wireline
Stuck Pipe,pjsm with slb wireline
Stuck Pipe,pu and rih <number> junk basket tag td  <number> m
Stuck Pipe,pooh junk basket
Stuck Pipe,run ccl  gr from <number> m  <number> m tag td  <number> m gr  casing correction puts csg shoe  <number> m
Stuck Pipe,ld ccl  gr tools
Stuck Pipe,ru wireline pack off  pump in sub
Stuck Pipe,pjsm w slb wireline on p test  guns
Stuck Pipe,pressure test packoff assembly to <number> psi for <number> min no pressure drop
Stuck Pipe,arm  pu <number> <number> ft guns w <number> spf
Stuck Pipe,rih gun's to <number> m  perforate from <number> m to <number> m  <number> spf<number> shots total
Stuck Pipe,pooh guns ld packoff pump in sub and xover  disconnect and ld guns
Stuck Pipe,connect cds to casing attempt to circulate pressure built up to <number> psi  held for <number>min no returns no pressure drop   
Other,rih guns to <number> m  perforate from <number> m to <number> m  <number> spf<number> shots total
Stuck Pipe,pooh gun's ld packoff pump in sub and xover  disconnect and ld gun's tool
Other,connect cds to casing establish circulation <number> spm  pressure built up to <number> psi observed returns no losses
Other,establish full circulation progessively <number> spm  spp  <number> psi <number> spm  spp  <number> psi <number> spm  spp  <number> psi <number> spm  spp  <number> psi <number> spm  spp  <number> psi
Other,circulate until shakers clean mwin  <number>  mwout  <number> spm  spp  <number>  <number> psi
Other,pjsm for cement job
Other,ru cementing head
Other,finish ru cementing head
Other,pressure test cementing lines to <number> psi
Other,performed cementing operation pumped <number>¡± casing cement ¡¤pumped <number> m<number> of prewash w rig pump¡¤pumped <number> m<number> of <number> sg lead and <number> m<number> of <number> sg tail¡¤flow rate  <number> lpm
Other,flush lines of cement and drop top plug
Stuck Pipe,nptunable to mu joint  <number> applied <number> ftklbs attemepted several times to mu joint  <number> no success cleaned  checked threads tenaris engineer instructions to ld joint  <number>  <number> ld joint  <number> attempted to pooh  ld joint  <number> pooh <number> m observed severe obstruction  metal to metal   attmepted to go down casing is not moving   casing stuck at the same point where there is always  metal to metal obstruction during rih inside the conductor pipe  casing shoe depth  <number> mmean while cont circ
